Grade,Medium,Subject,DOMAIN,Question No,Answered,Wrong Answered,Un Answered,Answered %,Wrong Answered %,Un Answered %
Grade-VIII,Tamil,Math,Finds rational numbers between two given rational numbers.,Q26,7,25,4,0.006,0.023,0.004
Grade-VIII,Tamil,Math,"Applies the concept of percent in profit/loss, discount, VAT and compound interest.",Q27,5,30,1,0.005,0.028,0.001
Grade-VIII,Tamil,Math,"Finds squares, cubes, square roots and cube roots of numbers using different methods.",Q28,3,30,3,0.003,0.028,0.003
Grade-VIII,Tamil,Math,"Finds squares, cubes, square roots and cube roots of numbers using different methods.",Q29,15,19,2,0.014,0.018,0.002
Grade-VIII,Tamil,Math,"Generalises properties of addition, subtraction, multiplication and division of rational numbers through patterns.",Q30,8,24,4,0.007,0.022,0.004
Grade-VIII,Tamil,Science,relate processes and phenomena with causes,Q1,14,21,2,0.013,0.02,0.002
Grade-VIII,Tamil,Science,apply learning of scientific concepts in day to day life,Q2,15,22,0,0.014,0.021,0
Grade-VIII,Tamil,Science,relate processes and phenomena with causes,Q3,24,13,0,0.022,0.012,0
Grade-VIII,Tamil,Science,differentiate materials and organisms on the basis of their properties structure and function,Q4,9,27,1,0.008,0.025,0.001
Grade-VIII,Tamil,Science,identify materials and organisms on the basis of observable features,Q5,18,19,0,0.017,0.018,0
Grade-VIII,Tamil,Science,relate processes and phenomena with causes,Q6,7,29,1,0.007,0.027,0.001
Grade-VIII,Tamil,Science,identify materials and organisms on the basis of observable features,Q7,10,25,2,0.009,0.023,0.002
Grade-VIII,Tamil,Science,differentiate materials and organisms on the basis of their properties structure and function,Q8,11,22,2,0.01,0.021,0.002
Grade-VIII,Tamil,Science,apply learning of scientific concepts in day to day life,Q9,14,22,1,0.013,0.021,0.001
Grade-VIII,Tamil,Science,apply learning of scientific concepts in day to day life,Q10,12,25,0,0.011,0.023,0
Grade-VIII,Tamil,Science,apply learning of scientific concepts in day to day life,Q11,11,25,1,0.01,0.023,0.001
Grade-VIII,Tamil,Science,differentiate materials and organisms on the basis of their properties structure and function,Q13,19,15,3,0.018,0.014,0.003
Grade-VIII,Tamil,Science,identify materials and organisms on the basis of observable features,Q14,8,28,1,0.007,0.026,0.001
Grade-VIII,Tamil,Science,apply learning of scientific concepts in day to day life,Q15,4,31,2,0.004,0.029,0.002
Grade-VIII,Tamil,Science,identify materials and organisms on the basis of observable features,Q16,16,21,0,0.015,0.02,0
Grade-VIII,Tamil,Science,identify materials and organisms on the basis of observable features,Q17,14,22,1,0.013,0.021,0.001
Grade-VIII,Tamil,Science,apply learning of scientific concepts in day to day life,Q18,11,23,3,0.01,0.021,0.003
Grade-VIII,Tamil,Science,relate processes and phenomena with causes,Q19,23,13,1,0.021,0.012,0.001
Grade-VIII,Tamil,Science,identify materials and organisms on the basis of observable features,Q20,15,21,1,0.014,0.02,0.001
Grade-VIII,Tamil,Science,apply learning of scientific concepts in day to day life,Q21,17,18,2,0.016,0.017,0.002
Grade-VIII,Tamil,Science,relate processes and phenomena with causes,Q22,14,21,2,0.013,0.02,0.002
Grade-VIII,Tamil,Science,identify materials and organisms on the basis of observable features,Q23,13,20,3,0.012,0.019,0.003
Grade-VIII,Tamil,Science,apply learning of scientific concepts in day to day life,Q24,21,15,1,0.02,0.014,0.001
Grade-VIII,Tamil,Science,identify materials and organisms on the basis of observable features,Q25,25,10,2,0.023,0.009,0.002
Grade-VIII,Tamil,Science,differentiate materials and organisms on the basis of their properties structure and function,Q26,16,19,2,0.015,0.018,0.002
Grade-VIII,Tamil,Science,identify materials and organisms on the basis of observable features,Q27,12,21,4,0.011,0.02,0.004
Grade-VIII,Tamil,Science,classify materials and organisms based on properties or characteristics,Q28,28,7,2,0.026,0.007,0.002
Grade-VIII,Tamil,Science,identify materials and organisms on the basis of observable features,Q29,5,29,3,0.005,0.027,0.003
Grade-VIII,Tamil,Science,relate processes and phenomena with causes,Q30,12,23,2,0.011,0.021,0.002
Grade-VIII,English,Tamil,applied the correct grammar rules,Q1,11,1,0,0.033,0.003,0
Grade-VIII,English,Tamil,applied the correct grammar rules,Q2,12,0,0,0.036,0,0
Grade-VIII,English,Tamil,applied the correct grammar rules,Q3,7,5,0,0.021,0.015,0
Grade-VIII,English,Tamil,applied the correct grammar rules,Q4,10,2,0,0.03,0.006,0
Grade-VIII,English,Tamil,applied the correct grammar rules,Q5,7,5,0,0.021,0.015,0
Grade-VIII,English,Tamil,applied the correct grammar rules,Q6,11,1,0,0.033,0.003,0
Grade-VIII,English,Tamil,applied the correct grammar rules,Q7,11,1,0,0.033,0.003,0
Grade-VIII,English,Tamil,applied the correct grammar rules,Q8,5,7,0,0.015,0.021,0
Grade-VIII,English,Tamil,applied the correct grammar rules,Q9,11,1,0,0.033,0.003,0
Grade-VIII,English,Tamil,applied the correct grammar rules,Q10,2,10,0,0.006,0.03,0
Grade-VIII,English,Tamil,applied the correct grammar rules,Q11,11,1,0,0.033,0.003,0
Grade-VIII,English,Tamil,applied the correct grammar rules,Q12,10,2,0,0.03,0.006,0
Grade-VIII,English,Tamil,applied the correct grammar rules,Q13,8,4,0,0.024,0.012,0
Grade-VIII,English,Tamil,applied the correct grammar rules,Q14,3,9,0,0.009,0.027,0
Grade-VIII,English,Tamil,applied the correct grammar rules,Q15,10,2,0,0.03,0.006,0
Grade-VIII,English,Tamil,identifies the main ideas and the sequence of ideas of the given text,Q16,10,2,0,0.03,0.006,0
Grade-VIII,English,Tamil,identifies the main ideas and the sequence of ideas of the given text,Q17,12,0,0,0.036,0,0
Grade-VIII,English,Tamil,identifies the main ideas and the sequence of ideas of the given text,Q18,11,1,0,0.033,0.003,0
Grade-VIII,English,Tamil,identifies the main ideas and the sequence of ideas of the given text,Q19,10,2,0,0.03,0.006,0
Grade-VIII,English,Tamil,identifies the main ideas and the sequence of ideas of the given text,Q20,9,3,0,0.027,0.009,0
Grade-VIII,English,Tamil,identifies the main ideas and the sequence of ideas of the given text,Q21,7,5,0,0.021,0.015,0
Grade-VIII,English,Tamil,identifies the main ideas and the sequence of ideas of the given text,Q22,11,1,0,0.033,0.003,0
Grade-VIII,English,Tamil,identifies the main ideas and the sequence of ideas of the given text,Q23,9,3,0,0.027,0.009,0
Grade-VIII,English,Tamil,identifies the main ideas and the sequence of ideas of the given text,Q24,8,4,0,0.024,0.012,0
Grade-VIII,English,Tamil,identifies the main ideas and the sequence of ideas of the given text,Q25,11,1,0,0.033,0.003,0
Grade-VIII,English,Tamil,identify the main characters from the text given,Q26,10,2,0,0.03,0.006,0
Grade-VIII,English,Tamil,identifies the main ideas and the sequence of ideas of the given text,Q27,7,5,0,0.021,0.015,0
Grade-VIII,English,Tamil,identifies the main ideas and the sequence of ideas of the given text,Q28,10,2,0,0.03,0.006,0
Grade-VIII,English,Tamil,identifies the main ideas and the sequence of ideas of the given text,Q29,7,5,0,0.021,0.015,0
Grade-VIII,English,Tamil,identifies the main ideas and the sequence of ideas of the given text,Q30,9,3,0,0.027,0.009,0
Grade-VIII,English,English,identifies the main ideas and the sequence of ideas of the given text,Q1,11,1,0,0.031,0.003,0.003
Grade-VIII,English,English,identifies the main ideas and the sequence of ideas of the given text,Q2,0,12,0,0,0.033,0.033
Grade-VIII,English,English,discover the meaning of the word by relating to the surrounding text for synonyms and antonyms,Q3,5,7,0,0.014,0.019,0.019
Grade-VIII,English,English,applied the correct grammar rules- verb and adverb,Q4,6,6,0,0.017,0.017,0.017
Grade-VIII,English,English,applied the correct grammar rules- verb and adverb,Q5,4,8,0,0.011,0.022,0.022
Grade-VIII,English,English,identifies the main ideas and the sequence of ideas of the given text,Q6,10,2,0,0.028,0.006,0.006
Grade-VIII,English,English,identifies the main ideas and the sequence of ideas of the given text,Q7,9,3,0,0.025,0.008,0.008
Grade-VIII,English,English,identifies the main ideas and the sequence of ideas of the given text,Q8,5,7,0,0.014,0.019,0.019
Grade-VIII,English,English,identifies the main ideas and the sequence of ideas of the given text,Q9,4,8,0,0.011,0.022,0.022
Grade-VIII,English,English,applied the correct grammar rules- tense,Q10,7,5,0,0.019,0.014,0.014
Grade-VIII,English,English,identify the main characters from the text given,Q11,7,5,0,0.019,0.014,0.014
Grade-VIII,English,English,identifies the main ideas and the sequence of ideas of the given text,Q12,8,4,0,0.022,0.011,0.011
Grade-VIII,English,English,identifies the main ideas and the sequence of ideas of the given text,Q13,5,7,0,0.014,0.019,0.019
Grade-VIII,English,English,identifies the main ideas and the sequence of ideas of the given text,Q14,9,3,0,0.025,0.008,0.008
Grade-VIII,English,English,applied the correct grammar rules- rhyming words,Q15,5,6,1,0.014,0.017,0.017
Grade-VIII,English,English,applied the correct grammar rules- tenses,Q16,9,2,1,0.025,0.006,0.006
Grade-VIII,English,English,applied the correct grammar rules- tenses,Q17,0,11,1,0,0.031,0.031
Grade-VIII,English,English,applied the correct grammar rules- tenses,Q18,7,4,1,0.019,0.011,0.011
Grade-VIII,English,English,applied the correct grammar rules- tenses,Q19,5,6,1,0.014,0.017,0.017
Grade-VIII,English,English,applied the correct grammar rules- tenses,Q20,3,8,1,0.008,0.022,0.022
Grade-VIII,English,English,applied the correct grammar rules- Punctuations,Q21,5,6,1,0.014,0.017,0.017
Grade-VIII,English,English,applied the correct grammar rules,Q22,5,6,1,0.014,0.017,0.017
Grade-VIII,English,English,applied the correct grammar rules,Q23,8,4,0,0.022,0.011,0.011
Grade-VIII,English,English,applied the correct grammar rules - preposition,Q24,5,7,0,0.014,0.019,0.019
Grade-VIII,English,English,applied the correct grammar rules - preposition,Q25,6,6,0,0.017,0.017,0.017
Grade-VIII,English,English,applied the correct grammar rules - preposition,Q26,5,7,0,0.014,0.019,0.019
Grade-VIII,English,English,applied the correct grammar rules - active and passive voice,Q27,1,11,0,0.003,0.031,0.031
Grade-VIII,English,English,applied the correct grammar rules - active and passive voice,Q28,2,10,0,0.006,0.028,0.028
Grade-VIII,English,English,applied the correct grammar rules - question tags,Q29,7,5,0,0.019,0.014,0.014
Grade-VIII,English,English,applied the correct grammar rules - question tags,Q30,4,8,0,0.011,0.022,0.022
Grade-VIII,English,Math,"Generalises properties of addition, subtraction, multiplication and division of rational numbers through patterns.",Q1,6,6,0,0.017,0.017,0
Grade-VIII,English,Math,"Generalises properties of addition, subtraction, multiplication and division of rational numbers through patterns.",Q2,7,5,0,0.019,0.014,0
Grade-VIII,English,Math,Verifies properties of parallelograms and establishes the relati inonship between them through reasoning.,Q3,6,6,0,0.017,0.017,0
Grade-VIII,English,Math,Verifies properties of parallelograms and establishes the relati inonship between them through reasoning.,Q4,8,4,0,0.022,0.011,0
Grade-VIII,English,Math,Solves problems related to angles of a quadrilateral using angle sum property,Q5,9,3,0,0.025,0.008,0
Grade-VIII,English,Math,"Generalises properties of addition, subtraction, multiplication and division of rational numbers through patterns.",Q6,2,10,0,0.006,0.028,0
Grade-VIII,English,Math,"Generalises properties of addition, subtraction, multiplication and division of rational numbers through patterns.",Q7,7,5,0,0.019,0.014,0
Grade-VIII,English,Math,"Finds squares, cubes, square roots and cube roots of numbers using different methods.",Q8,4,8,0,0.011,0.022,0
Grade-VIII,English,Math,"Applies the concept of percent in profit/loss, discount, VAT and compound interest.",Q9,6,6,0,0.017,0.017,0
Grade-VIII,English,Math,Solves problems based on direct and inverse proportions,Q10,9,3,0,0.025,0.008,0
Grade-VIII,English,Math,"Generalises properties of addition, subtraction, multiplication and division of rational numbers through patterns.",Q11,8,4,0,0.022,0.011,0
Grade-VIII,English,Math,"Generalises properties of addition, subtraction, multiplication and division of rational numbers through patterns.",Q12,5,7,0,0.014,0.019,0
Grade-VIII,English,Math,Verifies properties of parallelograms and establishes the relati inonship between them through reasoning.,Q13,1,11,0,0.003,0.031,0
Grade-VIII,English,Math,Solves problems related to angles of a quadrilateral using angle sum property,Q14,4,8,0,0.011,0.022,0
Grade-VIII,English,Math,"Generalises properties of addition, subtraction, multiplication and division of rational numbers through patterns.",Q15,5,7,0,0.014,0.019,0
Grade-VIII,English,Math,"Applies the concept of percent in profit/loss, discount, VAT and compound interest.",Q16,6,6,0,0.017,0.017,0
Grade-VIII,English,Math,"Finds squares, cubes, square roots and cube roots of numbers using different methods.",Q17,3,9,0,0.008,0.025,0
Grade-VIII,English,Math,"Using algebraic methods proves divisibility rules of 2, 3,4, 5, 6,9 and 11 and solves puzzles/daily life problems.",Q18,5,7,0,0.014,0.019,0
Grade-VIII,English,Math,Finds rational numbers between two given rational numbers.,Q19,3,9,0,0.008,0.025,0
Grade-VIII,English,Math,"Generalises properties of addition, subtraction, multiplication and division of rational numbers through patterns.",Q20,3,8,1,0.008,0.022,0.003
Grade-VIII,English,Math,Solves problems related to angles of a quadrilateral using angle sum property,Q21,3,9,0,0.008,0.025,0
Grade-VIII,English,Math,"Using algebraic methods proves divisibility rules of 2, 3,4, 5, 6,9 and 11 and solves puzzles/daily life problems.",Q22,6,6,0,0.017,0.017,0
Grade-VIII,English,Math,"Generalises properties of addition, subtraction, multiplication and division of rational numbers through patterns.",Q23,1,10,1,0.003,0.028,0.003
Grade-VIII,English,Math,"Generalises properties of addition, subtraction, multiplication and division of rational numbers through patterns.",Q24,0,12,0,0,0.033,0
Grade-VIII,English,Math,"Applies the concept of percent in profit/loss, discount, VAT and compound interest.",Q25,3,9,0,0.008,0.025,0
Grade-VIII,English,Math,Finds rational numbers between two given rational numbers.,Q26,4,8,0,0.011,0.022,0
Grade-VIII,English,Math,"Applies the concept of percent in profit/loss, discount, VAT and compound interest.",Q27,1,11,0,0.003,0.031,0
Grade-VIII,English,Math,"Finds squares, cubes, square roots and cube roots of numbers using different methods.",Q28,2,10,0,0.006,0.028,0
Grade-VIII,English,Math,"Finds squares, cubes, square roots and cube roots of numbers using different methods.",Q29,1,10,1,0.003,0.028,0.003
Grade-VIII,English,Math,"Generalises properties of addition, subtraction, multiplication and division of rational numbers through patterns.",Q30,5,7,0,0.014,0.019,0
Grade-VIII,English,Science,relate processes and phenomena with causes,Q1,5,7,0,0.014,0.02,0
Grade-VIII,English,Science,apply learning of scientific concepts in day to day life,Q2,0,12,0,0,0.034,0
Grade-VIII,English,Science,relate processes and phenomena with causes,Q3,3,9,0,0.009,0.026,0
Grade-VIII,English,Science,differentiate materials and organisms on the basis of their properties structure and function,Q4,4,8,0,0.011,0.023,0
Grade-VIII,English,Science,identify materials and organisms on the basis of observable features,Q5,6,6,0,0.017,0.017,0
Grade-VIII,English,Science,relate processes and phenomena with causes,Q6,8,4,0,0.023,0.011,0
Grade-VIII,English,Science,identify materials and organisms on the basis of observable features,Q7,6,5,0,0.017,0.014,0
Grade-VIII,English,Science,differentiate materials and organisms on the basis of their properties structure and function,Q8,5,7,0,0.014,0.02,0
Grade-VIII,English,Science,apply learning of scientific concepts in day to day life,Q9,6,6,0,0.017,0.017,0
Grade-VIII,English,Science,apply learning of scientific concepts in day to day life,Q10,3,9,0,0.009,0.026,0
Grade-VIII,English,Science,apply learning of scientific concepts in day to day life,Q11,4,8,0,0.011,0.023,0
Grade-VIII,English,Science,differentiate materials and organisms on the basis of their properties structure and function,Q13,7,5,0,0.02,0.014,0
Grade-VIII,English,Science,identify materials and organisms on the basis of observable features,Q14,7,5,0,0.02,0.014,0
Grade-VIII,English,Science,apply learning of scientific concepts in day to day life,Q15,5,7,0,0.014,0.02,0
Grade-VIII,English,Science,identify materials and organisms on the basis of observable features,Q16,5,7,0,0.014,0.02,0
Grade-VIII,English,Science,identify materials and organisms on the basis of observable features,Q17,6,6,0,0.017,0.017,0
Grade-VIII,English,Science,apply learning of scientific concepts in day to day life,Q18,5,7,0,0.014,0.02,0
Grade-VIII,English,Science,relate processes and phenomena with causes,Q19,8,4,0,0.023,0.011,0
Grade-VIII,English,Science,identify materials and organisms on the basis of observable features,Q20,7,5,0,0.02,0.014,0
Grade-VIII,English,Science,apply learning of scientific concepts in day to day life,Q21,7,5,0,0.02,0.014,0
Grade-VIII,English,Science,relate processes and phenomena with causes,Q22,4,8,0,0.011,0.023,0
Grade-VIII,English,Science,identify materials and organisms on the basis of observable features,Q23,4,8,0,0.011,0.023,0
Grade-VIII,English,Science,apply learning of scientific concepts in day to day life,Q24,6,6,0,0.017,0.017,0
Grade-VIII,English,Science,identify materials and organisms on the basis of observable features,Q25,6,6,0,0.017,0.017,0
Grade-VIII,English,Science,differentiate materials and organisms on the basis of their properties structure and function,Q26,4,8,0,0.011,0.023,0
Grade-VIII,English,Science,identify materials and organisms on the basis of observable features,Q27,3,9,0,0.009,0.026,0
Grade-VIII,English,Science,classify materials and organisms based on properties or characteristics,Q28,4,8,0,0.011,0.023,0
Grade-VIII,English,Science,identify materials and organisms on the basis of observable features,Q29,0,12,0,0,0.034,0
Grade-VIII,English,Science,relate processes and phenomena with causes,Q30,4,8,0,0.011,0.023,0
